PLAYER_NAME,AVG_APPROACH_BIRDIE_OR_BETTER,AVG_APPROACH_BOGEY_OR_WORSE,AVG_APPROACH_PAR,AVG_APPROACH_SHOT_DISTANCE,FAIRWAY_APPROACH_RTP,GIR_PCT_FAIRWAY_BUNKER,GIR_PCT_FAIRWAY,GIR_PCT_OTHER,GIR_PCT_OVERALL,GIR_PCT_100-125,GIR_PCT_OVER_100,GIR_PCT_125-150,GIR_PCT_150-175,GIR_PCT_175-200,GIR_PCT_OVER_200,GIR_PCT_75-100,GIR_PCT_UNDER_100,GIR_PCT_UNDER_125,GIR_PCT_UNDER_75,GREEN_PCT_SAND_SAVES,GREEN_PCT_SCRAMBLE,GREEN_PCT_SCRAMBLE_FRINGE,GREEN_PCT_SCRAMBLE_ROUGH,GREEN_PCT_SCRAMBLE_SAND,FINISHES_FEDEXCUP_BONUS,FINISHES_OFFICIAL_MONEY,FINISHES_TOP10,FINISHES_OFFICIAL_UNOFFICIAL_MONEY,TEE_AVG_APEX,TEE_AVG_BALL_SPEED,TEE_BALL_STRIKING,TEE_AVG_CARRY,TEE_LONGEST_CARRY_DISTANCE,TEE_AVG_CARRY_EFF,TEE_AVG_CLUB_HEAD_SPEED,TEE_AVG_DISTANCE_FROM_CENTER_FR,TEE_DRIVING_ACCURACY_PCT,TEE_AVG_DRIVING_DISTANCE,TEE_AVG_FAIRWAY_BUNKER_TENDENCY_PCT,TEE_AVG_FIR_PCT,TEE_AVG_LAUNCH_ANGLE,TEE_AVG_LEFT_ROUGH_TENDENCY_PCT,TEE_LONGEST_DRIVES,TEE_AVG_RIGHT_ROUGH_TENDENCY_PCT,TEE_AVG_SMASH_FACTOR,TEE_AVG_SPIN_RATE,PUTTING_AVG_ONE_PUTTS,PUTTING_AVG_TWO_PUTTS,PUTTING_AVG_THREE_PUTTS,PUTTING_APPROACH_PERFORMANCE,PUTTING_AVG_DIST_BIRDIE,PUTTING_AVG_DIST_EAGLE,PUTTING_AVG_DIST_MADE,PUTTING_PCT_BIRDIE_OR_BETTER,PUTTING_AVG_OVERALL,PUTTING_AVG_PUTTS,SCORING_AVG_BIRDIES,SCORING_PCT_BIRDIE_OR_BETTER,SCORING_BIRDIE_BOGEY_RATIO,SCORING_BOGEY_AVERAGE,SCORING_EAGLES_PER_HOLE,SCORING_PAR3_AVERAGE,SCORING_PAR4_AVERAGE,SCORING_PAR5_AVERAGE,SCORING_ROUNDS_IN_60S,SCORING_AVG_OVERALL,SCORING_TOTAL_BIRDIES,SCORING_TOTAL_EAGLES,STREAKS_CUTS_MADE,STREAKS_FIRS_MADE,STREAKS_GIRS_MADE,STREAKS_HOLES_UNDER_PAR
Harry Higgs,173.0,159.5,158.9,161.8,-0.073,54.5,76.59,53.53,66.06,73.46,62.45,67.52,61.0,58.6,48.09,78.57,82.61,79.04,84.62,48.65,60.55,90.48,60.75,48.54,156000.0,1251570,2.0,"$1,251,570","103' 4""",171.51,148.0,285.7,333.0,2.45,116.6,"23' 0""",62.19,301.0,8.0,62.19,9.77,10.63,371.0,15.31,1.471,2471.1,7.33,10.05,0.01,"2' 2""","10' 0""","33' 3""","74' 0""",29.92,1.59,28.63,3.66,20.82,1.38,2.35,7.0,3.12,3.98,4.72,36.0,70.852,304.0,7.0,2.0,2.0,0.0,4.0
Andrew Putnam,173.5,169.0,167.7,168.9,-0.052000000000000005,66.7,74.52,50.55,63.77,77.27,58.58,75.0,62.5,53.85,34.09,80.65,81.61,80.15,82.14,51.9,60.33,90.48,56.79,48.94,70000.0,459640,1.0,"$557,140","86' 7""",163.38,367.0,261.5,287.0,2.313,113.09,"28' 8""",57.03,277.9,4.7,55.76,8.7,14.9,333.0,20.99,1.4469999999999998,2701.7,7.37,10.13,,"2' 4""","10' 11""","39' 3""","80' 3""",28.03,1.6,28.8,3.2,18.12,1.09,2.63,3.0,3.03,4.06,4.78,14.0,71.87100000000002,147.0,3.0,,1.0,1.0,4.0
Maverick McNealy,173.5,150.8,158.6,160.8,-0.105,58.2,77.54,54.28,65.86,75.2,62.47,66.67,63.98,54.09,51.94,71.43,79.3,77.84,82.8,61.36,62.53,88.1,56.65,62.63,140000.0,1293984,3.0,"$1,293,984","83' 9""",172.49,269.0,274.5,333.4,2.382,115.23,"23' 9""",58.23,296.6,8.3,56.02,8.61,13.42,363.0,19.13,1.5,2363.2,7.71,9.53,0.03,"2' 3""","11' 2""","16' 9""","82' 2""",33.11,1.574,28.33,4.05,22.95,1.53,2.37,6.0,3.03,4.0,4.61,33.0,70.79,308.0,6.0,2.0,0.0,0.0,5.0
Tom Hoge,173.7,159.7,163.1,164.9,-0.086,50.8,75.28,53.19,65.62,75.16,61.86,69.95,60.98,56.73,48.19,81.82,86.93,81.74,89.47,43.33,60.48,94.59,59.46,47.06,161000.0,1857073,3.0,"$1,857,073","98' 9""",167.51,298.0,274.3,307.6,2.45,111.97,"22' 9""",60.58,290.4,6.4,60.15,10.94,11.51,360.0,19.11,1.496,2503.1,7.3,9.91,0.01,"2' 4""","9' 5""","13' 7""","71' 4""",30.58,1.599,28.78,3.77,21.17,1.31,2.66,3.0,3.06,3.99,4.72,27.0,70.605,279.0,3.0,,0.0,0.0,4.0
Harold Varner III,173.7,170.5,161.5,165.4,-0.152,49.0,81.45,52.66,70.57,82.93,66.54,74.11,67.16,55.95,51.97,79.03,86.76,85.32,90.14,43.97,58.93,87.88,60.0,49.21,110000.0,1060152,1.0,"$1,207,902","105' 9""",169.98,30.0,282.8,321.8,2.503,113.01,"24' 11""",61.69,301.9,6.4,62.67,12.28,13.37,377.0,14.12,1.508,2070.9,6.74,10.57,,"2' 1""","8' 3""","14' 4""","65' 9""",30.64,1.628,29.3,4.01,22.6,1.59,2.24,4.0,3.03,3.99,4.6,35.0,70.297,297.0,4.0,,1.0,1.0,4.0
Chez Reavie,173.9,165.4,162.5,165.1,-0.087,62.8,74.3,53.99,67.24,78.72,63.63,71.08,69.23,53.77,43.85,87.27,87.65,83.6,87.83,56.67,61.01,92.5,55.88,57.53,105000.0,1123769,2.0,"$1,320,269","94' 8""",160.99,172.0,267.7,665.4,2.482,107.83,"25' 1""",69.73,284.4,5.4,69.84,12.19,11.64,367.0,10.89,1.495,2193.2,6.69,10.53,,"2' 1""","8' 8""","5' 4""","64' 3""",26.46,1.609,28.96,3.4,19.41,1.33,2.36,7.0,3.07,4.0,4.7,29.0,71.043,262.0,7.0,,3.0,0.0,3.0
Robert Streb,174.2,165.7,157.4,161.9,-0.059,55.6,80.05,54.95,67.33,75.61,62.25,65.38,62.16,58.54,47.3,75.56,82.46,79.59,86.96,35.37,52.72,84.62,61.68,35.94,70000.0,415258,1.0,"$415,258","92' 5""",170.45,261.0,275.4,317.1,2.437,113.02,"25' 1""",58.08,293.7,6.1,60.0,8.57,22.5,357.0,8.86,1.509,2852.8,6.54,10.78,,"2' 1""","9' 4""",,"62' 9""",28.48,1.644,29.6,3.5,19.89,1.18,2.66,4.0,3.07,4.07,4.63,17.0,71.836,175.0,4.0,,0.0,1.0,4.0
Brandt Snedeker,174.2,167.6,166.0,167.9,-0.102,59.0,77.56,53.19,65.93,73.08,61.18,67.09,67.57,57.32,38.14,86.96,90.06,83.4,91.3,55.56,63.08,90.32,57.0,60.87,101000.0,896750,1.0,"$896,750","99' 6""",162.29,283.0,271.0,316.7,2.491,108.79,"21' 9""",61.94,288.5,5.6,61.69,11.54,14.78,356.0,14.63,1.49,2421.8,7.25,10.13,0.02,"2' 2""","10' 6""","1' 6""","75' 11""",29.73,1.5830000000000002,28.49,3.79,21.17,1.5,2.3,1.0,3.09,3.96,4.67,24.0,70.73100000000002,201.0,1.0,,0.0,1.0,4.0
Kevin Na,174.4,170.0,164.6,167.5,-0.123,42.9,76.08,43.24,63.22,73.77,59.15,70.43,62.74,54.29,37.36,78.26,84.27,80.0,86.36,55.56,65.96,95.0,61.22,59.05,420000.0,2794402,4.0,"$2,794,402","96' 10""",166.27,325.0,271.3,321.0,2.392,113.41,"24' 6""",62.74,286.9,5.1,63.23,9.79,13.83,374.0,14.56,1.467,2774.4,8.03,9.31,0.04,"2' 3""","10' 5""","34' 9""","79' 4""",32.59,1.56,28.08,3.8,21.44,1.48,2.32,4.0,3.0,4.0,4.68,30.0,70.43,270.0,4.0,3.0,3.0,3.0,5.0
Kyle Stanley,174.5,168.4,165.0,167.5,-0.108,44.4,81.29,56.34,72.54,84.85,69.49,84.06,73.53,55.26,46.67,81.48,90.43,87.85,93.18,48.0,58.78,77.42,52.05,51.85,70000.0,490359,1.0,"$490,359","85' 9""",163.74,79.0,265.6,309.4,2.434,109.15,"22' 9""",71.29,285.1,6.0,69.88,9.97,7.49,358.0,14.14,1.5,2558.9,6.47,10.72,,"2' 3""","9' 1""","2' 10""","69' 4""",28.76,1.654,29.77,3.83,21.49,1.5,2.34,2.0,3.05,3.98,4.68,17.0,71.008,203.0,2.0,,0.0,0.0,5.0
